customer_id,tenure_days,monthly_charges,total_charges,contract_type,payment_method,paperless_billing,support_calls_3mo,feature_usage_score,satisfaction_score,days_since_last_upgrade,churn_risk,churned
CUST_00000,861,75.87486320962597,1007.6561843213312,Monthly,Bank Transfer,0,0,0.2978074220510743,3.007196575036572,359,0.7080725777960455,0
CUST_00005,296,74.46386498920046,2027.3524787431877,Monthly,Bank Transfer,0,2,0.8164245589426078,4.387748459593357,162,0.7901755405312056,0
CUST_00009,578,35.66064229640948,2214.10357720493,Monthly,Bank Transfer,1,3,0.6486739634614891,3.132174275867239,120,0.8180147659224931,0
CUST_00012,730,87.85645629030041,2101.5464261494194,Monthly,Electronic Check,1,3,0.5018927349738622,2.933702270397228,348,0.8583588048137198,1
CUST_00014,144,69.54919869208258,2545.7142034259423,Monthly,Bank Transfer,0,0,0.4119917104632403,4.69072725611364,98,0.7003578299727713,0
CUST_00016,878,102.31549022289514,1879.06633672943,Annual,Credit Card,1,2,0.8539954719861587,4.768389522403902,134,0.7209399242521293,1
CUST_00025,117,62.28565235363536,865.1959858619114,Annual,Credit Card,1,2,0.7367711028819116,4.077897135098834,188,0.7378969166957685,0
CUST_00027,958,60.25216077586662,2997.6045443778435,Monthly,Credit Card,0,2,0.6351209104865201,4.024609000630509,249,0.933436308079483,0
CUST_00032,699,72.84083779465192,1400.3798019250526,Annual,Electronic Check,1,2,0.9409845843557147,2.303339530786478,52,0.7915790437258485,1
CUST_00040,177,92.44755593094492,957.7711256052924,Monthly,Electronic Check,0,1,0.7684913836015028,5.411529606509428,132,0.9966368370739054,1
CUST_00046,667,45.285479073289125,1903.2372124142755,Monthly,Electronic Check,0,1,0.6785939280090884,2.464757677580626,345,0.8942172628959257,1
CUST_00048,719,80.99382445170414,1555.2044090872266,Monthly,Electronic Check,1,2,0.8702804184757658,2.5120641542034585,110,0.8444406726336288,0
CUST_00052,624,57.36179555262477,1169.2390089458402,Monthly,Electronic Check,1,1,0.1994480956675568,4.184642201555168,35,0.9972555347683943,0
CUST_00056,785,63.56651926885126,680.9451844087565,Annual,Electronic Check,1,0,0.7903031884037939,4.143802601704318,333,0.9329380670999546,0
CUST_00060,157,55.81278200919512,820.1245044281666,Monthly,Electronic Check,0,0,1.0019542624919249,3.902034480046922,122,0.7546352918601166,0
CUST_00062,69,41.444289170152935,955.7907302448735,Monthly,Bank Transfer,1,2,0.6462331646409648,3.0601357123845823,103,0.8721239089441515,0
CUST_00063,1004,100.64327237072158,1972.2196952494303,Two-Year,Electronic Check,1,2,0.6341452585888363,3.0297185532705564,345,0.8388980864459341,1
CUST_00064,983,115.77382203474971,1919.162133686235,Monthly,Credit Card,0,2,0.4975791249479664,1.8451433281342309,24,0.863518140612957,1
CUST_00068,114,96.83434646376313,1485.6611411505169,Monthly,Credit Card,0,2,0.4778848309068342,5.252270443423623,86,0.9789314356159612,1
CUST_00069,1032,79.4334412808647,596.7585830262167,Monthly,Bank Transfer,0,2,0.6298636944242425,3.270783948446408,95,0.9887287819554428,0
CUST_00070,814,57.7806766836184,2427.4638426913984,Annual,Credit Card,1,2,0.3660441655863199,5.264686934262719,1,0.910624003540304,0
CUST_00071,709,40.16997538101755,846.9556727561235,Monthly,Electronic Check,0,2,0.2836141184232555,5.196456368290038,354,0.9484533069621568,0
CUST_00075,922,93.07795082396566,1103.5941308244132,Monthly,Bank Transfer,1,2,0.6549988193259249,4.707592170430262,163,0.7190459051842455,1
CUST_00077,365,72.49170218901956,660.9373327346592,Monthly,Credit Card,0,2,0.5110618624927139,5.802911897723113,290,0.8191023176741997,0
CUST_00079,216,78.83241361901734,2528.918764085154,Annual,Credit Card,1,5,0.6379308768088029,3.615684821994529,15,0.9252483174156658,1
CUST_00080,981,25.95026253978635,1276.4007473599677,Monthly,Electronic Check,0,1,0.9713713548437776,3.140562725975098,222,0.8620426509893134,0
CUST_00090,816,81.40964362394729,1905.819224885838,Annual,Bank Transfer,1,2,0.6259353262805406,2.666441012720733,157,0.908701309269368,0
CUST_00091,82,73.36505109572,1820.3296233907492,Monthly,Electronic Check,1,3,0.8506608538155298,2.1497515880571747,343,0.8186794204998418,1
CUST_00092,1008,70.33161093389873,1178.8961941342188,Monthly,Bank Transfer,0,1,0.8540850434233285,4.176770270716955,351,0.7708541085409898,0
CUST_00096,570,60.17527884287341,1781.6443172114375,Monthly,Credit Card,0,3,0.6162159761502907,3.0182267370151603,92,0.7765968527917417,0
CUST_00099,607,83.03649600723381,2519.741870851807,Annual,Bank Transfer,0,0,0.5066047713741574,3.45228864385802,75,0.9866625932671464,1
CUST_00102,553,78.96446627227179,1814.7883083374,Annual,Bank Transfer,1,2,0.7229066732430928,4.450145470998832,313,0.7838325534188619,0
CUST_00105,353,58.26754545357679,1781.4037412749708,Two-Year,Bank Transfer,0,5,1.2187143007717722,3.9122184022439335,249,0.7252576604151365,1
CUST_00106,578,91.33887126465125,1851.442206145177,Annual,Electronic Check,0,1,0.5655021053739432,1.215180427674428,20,0.733113022415281,1
CUST_00108,14,20.31147115371595,1688.159863083761,Monthly,Bank Transfer,0,2,0.4410637048558188,4.66082678737852,163,0.9698210450785448,1
CUST_00112,151,46.23064179588303,2015.4145276074412,Annual,Bank Transfer,0,0,0.5752462078608389,5.414031353866786,4,0.963346832820399,0
CUST_00116,305,21.97540764258661,2914.638646717417,Monthly,Electronic Check,0,1,0.7005564741843158,5.120429645104074,84,0.8633336495718252,0
CUST_00120,559,67.44595006064567,1934.6384232291105,Annual,Bank Transfer,1,1,0.4194789456400612,5.249576743186939,124,0.9058911047877604,0
CUST_00123,441,71.28766988109695,1498.3329620638528,Monthly,Credit Card,1,2,0.8137966158370551,5.128396623128538,166,0.7726227274493825,0
CUST_00127,980,18.28854551666744,1100.5622083424023,Monthly,Electronic Check,1,0,0.8730633804040759,4.264096078496275,320,0.8420332943764213,0
CUST_00129,770,66.7437280841286,2066.471297485341,Monthly,Bank Transfer,0,2,0.7730601986043577,4.902072147217844,315,0.8514249577450957,0
CUST_00133,663,60.73114258139584,2692.580909479961,Monthly,Electronic Check,1,0,0.5872701945147314,3.089068843700816,328,0.7826960407441492,0
CUST_00134,883,75.97059717069548,762.0538511908169,Annual,Electronic Check,1,3,0.189215773019609,4.434319911239274,62,0.7920936337605432,0
CUST_00135,768,54.85784211734783,563.1665166593164,Monthly,Bank Transfer,0,2,0.584697919854656,0.90895770785509,245,0.7903377358601481,1
CUST_00137,308,51.26168488415025,1133.4267845595398,Monthly,Bank Transfer,1,2,0.902380662365349,3.821052333332164,41,0.7850165438370569,0
CUST_00141,520,84.92095371611633,894.5639291444314,Annual,Bank Transfer,0,1,0.9656388283698116,4.05623000940066,168,0.959826518075929,1
CUST_00143,488,30.24540489897416,-58.30681065693034,Annual,Bank Transfer,1,1,0.7420941083060969,3.3354369289914056,121,0.8159469389686173,0
CUST_00144,39,81.75125406716745,849.0837151522603,Monthly,Bank Transfer,1,1,0.6706002435605855,3.135532737479771,149,0.9846697395245082,0
CUST_00146,278,111.0082017089394,2360.3464504840304,Monthly,Electronic Check,1,5,0.6499063922016178,3.4803765141895253,128,0.74171206151293,1
CUST_00147,515,90.75964947603876,1161.7504311315654,Monthly,Bank Transfer,0,2,0.9393262973291302,2.890217095680618,85,0.8480477911307719,1
CUST_00151,740,72.22289540693737,1036.735753216456,Monthly,Electronic Check,1,0,0.8235340736531497,4.198249913777816,312,0.9331133313435576,0
CUST_00152,161,102.23611567339265,638.6478646198959,Annual,Electronic Check,0,2,1.0769172611869218,5.043243528272189,60,0.9796467150338836,1
CUST_00153,973,79.35980619832341,2840.4379148355883,Monthly,Bank Transfer,0,2,0.6177158054681259,4.028748845799661,68,0.8419335667918086,0
CUST_00156,596,86.06114866030758,3126.644238882772,Monthly,Bank Transfer,0,1,0.857393913110999,2.6088669913985134,202,0.9633944342135504,1
CUST_00157,944,33.74908286226915,1076.757858122964,Annual,Bank Transfer,0,2,0.4333685378692689,5.914790998658631,344,0.947035987738723,0
CUST_00158,445,50.30816846403901,851.7980503884952,Annual,Electronic Check,0,1,0.7857633000661146,4.193105607263144,168,0.7916999884533517,0
CUST_00159,177,48.44819558702561,1568.9151064371,Monthly,Credit Card,1,2,0.6103239561892235,5.510009289300001,124,0.7492837126957764,0
CUST_00164,40,115.87335790603056,1646.2455273642693,Monthly,Credit Card,1,1,1.112504983848629,2.432467085745727,245,0.8568739360750941,1
CUST_00166,131,100.85845182661744,1679.1642224717878,Annual,Bank Transfer,1,2,0.7336921952539228,4.81759753560796,210,0.7595824101146318,1
CUST_00169,454,56.95866510966658,1919.4117421145352,Annual,Electronic Check,1,3,0.9057365221392784,2.183251153177943,141,0.9036078443467952,1
CUST_00174,779,50.32424052429272,1528.850713175702,Annual,Electronic Check,1,0,0.895039525956486,4.0010941699398455,215,0.9558244837207522,0
CUST_00176,505,44.71162245664001,2126.2961948650773,Monthly,Bank Transfer,1,4,1.1581767848157525,3.607042382078714,261,0.8914800156235068,0
CUST_00179,382,81.58649647856318,1034.5297344663832,Monthly,Credit Card,1,3,0.6412922315684866,3.613134237679972,332,0.929426694473114,0
CUST_00182,655,54.47410937546053,2704.654630111725,Annual,Bank Transfer,1,3,0.7903265403299192,2.42510094269088,116,0.9024533072858416,1
CUST_00183,387,42.12547585358677,1586.8477646212186,Monthly,Bank Transfer,1,2,0.3081219547818511,4.2326493607290825,278,0.8167232025585446,0
CUST_00189,786,34.2066696145336,310.9783760397649,Monthly,Credit Card,0,2,0.8312962423670183,3.00922787017712,41,0.826814973796419,0
CUST_00190,762,61.63712362830421,1122.3275378422982,Monthly,Electronic Check,0,1,0.7648799943575821,3.142088909618838,272,0.7345779231214132,0
CUST_00192,267,53.1078833232099,-178.31635304693918,Monthly,Bank Transfer,0,1,0.6276709444628685,5.467898942928136,11,0.9696077268480954,0
CUST_00193,883,72.54200787804373,1476.5897490520174,Monthly,Bank Transfer,0,2,0.337025391125155,5.436389302568911,202,0.9187347106063772,0
CUST_00207,892,59.27216253006447,1761.9358173207902,Monthly,Electronic Check,1,2,0.6453960478547961,3.8651254119830094,108,0.7540230349283823,0
CUST_00208,162,78.45772432634902,1368.466847630895,Monthly,Electronic Check,1,1,0.6313177800824065,5.464695047968909,64,0.8902150026361744,0
CUST_00212,665,67.03712590523973,2739.21612119615,Monthly,Bank Transfer,1,0,0.8977338338716006,2.148554235108029,134,0.8792551148463846,1
CUST_00213,307,78.40439794554678,2041.57310987163,Monthly,Bank Transfer,0,1,0.5513731470464032,2.702997196417818,204,0.747444406596694,0
CUST_00223,354,43.29087846207568,2066.736834315666,Monthly,Electronic Check,1,3,0.8558547774788327,3.2094248969026378,326,0.8458495504599677,0
CUST_00229,726,78.00900185072278,297.5357585921456,Monthly,Credit Card,0,1,1.0991334979567928,6.609918556005361,291,0.9724199990401032,0
CUST_00231,245,73.79002461240452,2123.149202809692,Annual,Electronic Check,0,3,0.8391075515131554,4.349102110743144,338,0.7821712630912462,0
CUST_00233,1000,74.84037695985599,1079.1721258659356,Monthly,Electronic Check,0,2,0.8386957823827987,3.1079873600808705,312,0.7966813971913723,0
CUST_00236,289,92.74514822105192,2417.299133249542,Annual,Bank Transfer,0,2,0.5072482147578777,2.542849085104957,201,0.9147311149565036,1
